"Collection_number","CBG_ACC_BOOL","Scientific_name","Binomial","Binomial_authority_issues","Infra_auth_issues","Project_name","Site_name","latitude_dd","longitude_dd","Datum","Primary_Collector","Associated_Collectors","Habitat","Fide","Determined_by","Aspect","Slope","Notes","latitude_dms","longitude_dms","Long_AutoFill_Flag","Lat_AutoFill_Flag","datum","Country","State","County","Feature","Mang_Name","Unit_Nm","trs","Gen","elevation_m","elevation_ft","aspect","slope","geomorphon","geology","physical_environ","Site","Allotment","Full_name","Name_authority","Genus","Epithet","Infrarank","Infraspecies","Associates","Vegetation","Date_digital","Date_digital_ymd","Date_digital_day","Date_digital_mo","Date_digital_yr","Date_digital_text","Determined_date","Determined_date_ymd","Determined_date_day","Determined_date_mo","Determined_date_yr","Determined_date_text","POW_Query","Family","POW_Name_authority","POW_Full_name","Binomial_authority","POW_Genus","POW_Epithet","POW_Infrarank","POW_Infraspecies","Infraspecific_authority","Directions_BL"
2366,NA,"Platanthera dilatata","Platanthera dilatata",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Lake fringe","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Platanthera dilatata","Platanthera dilatata (Pursh) Lindl. ex L.C.Beck","Platanthera","dilatata",NA,NA,"Pedicularis groenlandica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Platanthera dilatata","Orchidaceae","Platanthera dilatata (Pursh) Lindl. ex L.C.Beck","Platanthera dilatata","(Pursh) Lindl. ex L.C.Beck","Platanthera","dilatata",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2367,NA,"Allium cernuum","Allium cernuum",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Lithosols around lake complex","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Allium cernuum","Allium cernuum Roth","Allium","cernuum",NA,NA,"Erigeron caespitosus, Cymopterus nivalis, Delphinium sp., Eremogone kingii, Astragalus adsurgens","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Allium cernuum","Amaryllidaceae","Allium cernuum Roth","Allium cernuum","Roth","Allium","cernuum",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2368,NA,"Sedum lanceolatum","Sedum lanceolatum",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Lithosols around lake complex","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Sedum lanceolatum","Sedum lanceolatum Torr.","Sedum","lanceolatum",NA,NA,"Erigeron caespitosus, Cymopterus nivalis, Delphinium sp., Eremogone kingii, Astragalus adsurgens","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Sedum lanceolatum","Crassulaceae","Sedum lanceolatum Torr.","Sedum lanceolatum","Torr.","Sedum","lanceolatum",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2369,NA,"Galium boreale","Galium boreale",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Galium boreale","Galium boreale L.","Galium","boreale",NA,NA,"Bupleurum americanum, Penstemon attenuatus, Ericameria suffruticosa, Silene drummondii, Potentilla pensylvanica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Galium boreale","Rubiaceae","Galium boreale L.","Galium boreale","L.","Galium","boreale",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2370,NA,"Buplureum americanum","Buplureum americanum","Rose. -? ",NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Bupleurum americanum","Bupleurum americanum J.M.Coult. & Rose","Bupleurum","americanum",NA,NA,"Galium boreale, Penstemon attenuatus, Ericameria suffruticosa, Silene drummondii, Potentilla pensylvanica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Bupleurum americanum","Apiaceae","Bupleurum americanum J.M.Coult. & Rose","Bupleurum americanum","J.M.Coult. & Rose","Bupleurum","americanum",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2371,NA,"Penstemon attenuatus","Penstemon attenuatus",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Penstemon attenuatus","Penstemon attenuatus Douglas","Penstemon","attenuatus",NA,NA,"Galium boreale, Bupleurum americanum, Ericameria suffruticosa, Silene drummondii, Potentilla pensylvanica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Penstemon attenuatus","Plantaginaceae","Penstemon attenuatus Douglas","Penstemon attenuatus","Douglas","Penstemon","attenuatus",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2372,NA,"Ericameria suffruticosa","Ericameria suffruticosa",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,"Rhizomatous, growing under dead sage","N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Ericameria suffruticosa","Ericameria suffruticosa (Nutt.) G.L.Nesom","Ericameria","suffruticosa",NA,NA,"Galium boreale, Bupleurum americanum, Penstemon attenuatus, Silene drummondii, Potentilla pensylvanica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Ericameria suffruticosa","Asteraceae","Ericameria suffruticosa (Nutt.) G.L.Nesom","Ericameria suffruticosa","(Nutt.) G.L.Nesom","Ericameria","suffruticosa",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2373,NA,"Silene drummondii","Silene drummondii",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Silene drummondii","Silene drummondii Hook.","Silene","drummondii",NA,NA,"Galium boreale, Bupleurum americanum, Penstemon attenuatus, Ericameria suffruticosa, Silene drummondii, Potentilla pensylvanica","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Silene drummondii","Caryophyllaceae","Silene drummondii Hook.","Silene drummondii","Hook.","Silene","drummondii",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2374,NA,"Potentilla pensylvanica var. pensylanica","Potentilla pensylvanica",NA,NA,"Flora of Montana","Harkness Lakes",44.46949,-112.94846,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz, Dakota Becera","Old channel outlet from lake, not seep, on lower edge of berm","Flora of the PNW 2nd","R.C. Benkendorf",96,5,NA,"N 44°28'10","W 112°56'54",NA,NA,"WGS84","U.S.A.","Montana","Beaverhead","Beaverhead Mountains","USFS","Beaverhead NF","16S 11W 04","U.S.A., Montana, Beaverhead Co., Beaverhead Mountains, USFS Beaverhead NF 16S 11W 04","2,511","8,240",96,5,"spur","Unconsolidated, undifferentiated","At 8,240 ft (2,511 m), on a spur, 5° slo. 96° asp.; geology: Unconsolidated, undifferentiated.","Harkness lk.s.",NA,"Potentilla pensylvanica var. eupennsylvanica","Potentilla pensylvanica L. var. eupennsylvanica","Potentilla","pensylvanica","var.","eupennsylvanica","Galium boreale, Bupleurum americanum, Penstemon attenuatus, Ericameria suffruticosa, Silene drummondii","Artemisia arbuscula, Poa secunda, Pseudoroegneria spicata, Festuca idahoensis","07.08.2021",2021-07-08,8,7,2021,"8 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Potentilla pensylvanica var. eupennsylvanica","Rosaceae","Potentilla pensylvanica L.","Potentilla pensylvanica","L.","Potentilla","pensylvanica",NA,NA,NA,"2.8 hrs from Leadore ID via MT-324. Con't to follow ID-29 NEntering Montana 13.5 mi. Con't on MT-324 34.3 mi. Turn R to merge on I-15 S toward Idaho Falls 20.4 mi. Take exit 23 0.2 mi. Turn R toward Westside Frontage Rd. Turn L at the 1st cross street on Westside Frontage Rd 1.6 mi. Turn R on Big Sheep Creek Rd 8.4 mi. Con't on Big Sheep Creek Rd 8.3 mi. Big Sheep Creek Rd turns left 0.2 mi. Turn L on Nicholia Creek Rd 2.7 mi. Slight L to stay on Nicholia Creek Rd 4.5 mi. Turn R on Cottonwood Creek Rd 1.3 mi. Turn R to stay on Cottonwood Creek Rd 1.1 mi. Head to Harkness lk.s."
2375,NA,"Apocynum androsaemifolium","Apocynum androsaemifolium",NA,NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Apocynum androsaemifolium","Apocynum androsaemifolium L.","Apocynum","androsaemifolium",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Apocynum androsaemifolium","Apocynaceae","Apocynum androsaemifolium L.","Apocynum androsaemifolium","L.","Apocynum","androsaemifolium",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
2376,NA,"Veratrum viride","Veratrum viride",NA,NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Veratrum viride","Veratrum viride Aiton","Veratrum","viride",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Veratrum viride","Melanthiaceae","Veratrum viride Aiton","Veratrum viride","Aiton","Veratrum","viride",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
2377,NA,"Linnaea borealis","Linnaea borealis",NA,NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Linnaea borealis","Linnaea borealis L.","Linnaea","borealis",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Linnaea borealis","Caprifoliaceae","Linnaea borealis L.","Linnaea borealis","L.","Linnaea","borealis",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
2378,NA,"Tiarella trifoliata","Tiarella trifoliata",NA,NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Tiarella trifoliata","Tiarella trifoliata L.","Tiarella","trifoliata",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Tiarella trifoliata","Saxifragaceae","Tiarella trifoliata L.","Tiarella trifoliata","L.","Tiarella","trifoliata",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
2379,NA,"Myosotis scorpoides","Myosotis scorpoides",NA,NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Myosotis scorpioides","Myosotis scorpioides L.","Myosotis","scorpioides",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Myosotis scorpioides","Boraginaceae","Myosotis scorpioides L.","Myosotis scorpioides","L.","Myosotis","scorpioides",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
2380,NA,"Ligusticum canbyi","Ligusticum canbyi","Rose. -? ",NA,"Flora of Montana","Lake Inez",47.29151,-113.56676,"NAD83","Reed Clark Benkendorf","Dani Yashinovitz","Roadside, among intermittent campgrounds, and meadow forest interfaces","Flora of the PNW 2nd","R.C. Benkendorf",262,5,NA,"N 47°17'29","W 113°34'0",NA,NA,"WGS84","U.S.A.","Montana","Missoula","Swan Range","USFS","Lolo NF","18N 15W 30","U.S.A., Montana, Missoula Co., Swan Range, USFS Lolo NF 18N 15W 30","1,252","4,110",262,5,"slope","Unconsolidated, undifferentiated","At 4,110 ft (1,252 m), on a slope, 5° slo. 262° asp.; geology: Unconsolidated, undifferentiated.","0.6mi at 123° from Uhler crk.",NA,"Ligusticum canbyi","Ligusticum canbyi J.M.Coult. & Rose","Ligusticum","canbyi",NA,NA,"Dactylis glomerata, Spiraea douglasii, Xerophyllum tenax","Larix occidentalis","07.20.2021",2021-07-20,20,7,2021,"20 Jul, 2021","12.31.2021",2021-12-31,31,12,2021,"31 Dec, 2021","Ligusticum canbyi","Apiaceae","Ligusticum canbyi J.M.Coult. & Rose","Ligusticum canbyi","J.M.Coult. & Rose","Ligusticum","canbyi",NA,NA,NA,"2.2 hrs from Ronan MT via Montana Hwy 35 W and MT-83 S. Turn L at the 3rd cross street on US-93 N 11.8 mi. Turn R on Montana Hwy 35 W 30.6 mi. Turn R on MT-209/Mount Hwy 209 4.8 mi. Turn R on MT-83 S 58.5 mi. Turn right 0.5 mi. Head to Uhler crk."
